"Destination.Port","Flow.Duration","Total.Fwd.Packets","Total.Backward.Packets","Total.Length.of.Fwd.Packets","Total.Length.of.Bwd.Packets","Fwd.Packet.Length.Max","Fwd.Packet.Length.Min","Fwd.Packet.Length.Mean","Fwd.Packet.Length.Std","Bwd.Packet.Length.Max","Bwd.Packet.Length.Min","Bwd.Packet.Length.Mean","Bwd.Packet.Length.Std","Flow.Bytes.s","Flow.Packets.s","Flow.IAT.Mean","Flow.IAT.Std","Flow.IAT.Max","Flow.IAT.Min","Fwd.IAT.Total","Fwd.IAT.Mean","Fwd.IAT.Std","Fwd.IAT.Max","Fwd.IAT.Min","Bwd.IAT.Total","Bwd.IAT.Mean","Bwd.IAT.Std","Bwd.IAT.Max","Bwd.IAT.Min","Fwd.PSH.Flags","Bwd.PSH.Flags","Fwd.URG.Flags","Bwd.URG.Flags","Fwd.Header.Length","Bwd.Header.Length","Fwd.Packets.s","Bwd.Packets.s","Min.Packet.Length","Max.Packet.Length","Packet.Length.Mean","Packet.Length.Std","Packet.Length.Variance","FIN.Flag.Count","SYN.Flag.Count","RST.Flag.Count","PSH.Flag.Count","ACK.Flag.Count","URG.Flag.Count","CWE.Flag.Count","ECE.Flag.Count","Down.Up.Ratio","Average.Packet.Size","Avg.Fwd.Segment.Size","Avg.Bwd.Segment.Size","Fwd.Header.Length.1","Fwd.Avg.Bytes.Bulk","Fwd.Avg.Packets.Bulk","Fwd.Avg.Bulk.Rate","Bwd.Avg.Bytes.Bulk","Bwd.Avg.Packets.Bulk","Bwd.Avg.Bulk.Rate","Subflow.Fwd.Packets","Subflow.Fwd.Bytes","Subflow.Bwd.Packets","Subflow.Bwd.Bytes","Init_Win_bytes_forward","Init_Win_bytes_backward","act_data_pkt_fwd","min_seg_size_forward","Active.Mean","Active.Std","Active.Max","Active.Min","Idle.Mean","Idle.Std","Idle.Max","Idle.Min","Label"
0.000506656195771954,0.357015288350707,0.0000253328097885977,0.0000316660122357471,0.0102344551545935,0.00135530532368998,0.00800516789319687,0,0.00255861378864837,0.00377270381195455,0.00124130767964129,0,0.000271061064737995,0.000542633871106664,0.20559427516498,0.00101111938593269,0.0446269110438384,0.067718374773588,0.15134453887953,0.0000189996073414483,0.202573813474522,0.0675246044915072,0.0773384225892665,0.151908193897326,0.0000189996073414483,0.205670749471178,0.0514176873677944,0.099998066853285,0.201408504224246,0.000303993717463172,0,0,0,0,0.000582654625137747,0.000709318674080736,0.000449386393747863,0.000561732992184828,0,0.00800516789319687,0.00115897604782834,0.00251658547353355,1,0,0,0,0.00000633320244714943,0,0,0,0,0.00000633320244714943,0.00128775116404261,0.00255861378864837,0.000271061064737995,0.000582654625137747,0,0,0,0,0,0,0.0000253328097885977,0.0102344551545935,0.0000316660122357471,0.00135530532368998,0.0518815944470481,0.00649153250832816,0.0000189996073414483,0.000126664048942989,0,0,0,0,0,0,0,0,"0"
0.0000243608912621,0.000108721755447521,0.00000135338284789445,0.00000135338284789445,0.0000365413368931501,0.000204360810032062,0.0000184962322545574,0.0000184962322545574,0.0000184962322545574,0.000000451127615964816,0.000102405968824013,0.000102405968824013,0.000102405968824013,0.000000451127615964816,1,0.00751924472853332,0.0000365413368931501,0.0000439024693637127,0.0000852631194173502,0.00000180451046385926,0.00000180451046385926,0.00000180451046385926,0.000000451127615964816,0.00000180451046385926,0.00000180451046385926,0.0000225563807982408,0.0000225563807982408,0.000000451127615964816,0.0000225563807982408,0.0000225563807982408,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000029323295037713,0.000029323295037713,0.00375984792717239,0.00375984792717239,0.0000184962322545574,0.000102405968824013,0.0000520601268823397,0.000046410383131194,0.00468261442819159,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000902255231929632,0.0000649623766989335,0.0000184962322545574,0.000102405968824013,0.000029323295037713,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.00000135338284789445,0.0000365413368931501,0.00000135338284789445,0.000204360810032062,0,0,0.000000902255231929632,0.0000148872113268389,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,0.000000451127615964816,"0"
0.136451912522165,1,0.000067550451743646,0.0000506628388077345,0.00351262349066959,0.00226294013341214,0.00330997213543866,0,0.000878155872667398,0.00162191433977877,0.00216161445579667,0,0.000754313377860339,0.00121981103706831,0.0975354829688424,0.00199634029553323,0.166666666672296,0.392348604914295,0.96749134509837,0.000962593937346956,1,0.333333333277041,0.566494170564891,0.987435615975682,0.000962593937346956,0.977978552731571,0.488989276365786,0.67670411517352,0.96749134509837,0.010487207633201,0,0,0,0,0.00155366039010386,0.00121590813138563,0.00114076588263109,0.000855574412057756,0,0.00330997213543866,0.000721945453010217,0.00128116305277379,0.0971942437389175,0,0,0,0.0000168876129359115,0,0,0,0,0,0.000825080517774213,0.000878155872667398,0.000754313377860339,0.00155366039010386,0,0,0,0,0,0,0.000067550451743646,0.00351262349066959,0.0000506628388077345,0.00226294013341214,0.138343325170987,0.00400236426581103,0.0000506628388077345,0.00033775225871823,0,0,0,0,0,0,0,0,"1"
0.0000269999865000068,0.0000994999502500249,0.00000149999925000038,0.00000149999925000038,0.0000384999807500096,0.00016049991975004,0.0000194999902500049,0.0000194999902500049,0.0000194999902500049,0.000000499999750000125,0.0000804999597500201,0.0000804999597500201,0.0000804999597500201,0.000000499999750000125,1,0.0101015050492475,0.0000334999832500084,0.0000546271377864311,0.000095999952000024,0.0000019999990000005,0.0000019999990000005,0.0000019999990000005,0.000000499999750000125,0.0000019999990000005,0.0000019999990000005,0.00000249999875000062,0.00000249999875000062,0.000000499999750000125,0.00000249999875000062,0.00000249999875000062,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.0000324999837500081,0.0000324999837500081,0.00505100252449874,0.00505100252449874,0.0000194999902500049,0.0000804999597500201,0.000043899978050011,0.0000339110590544705,0.00223309888345056,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.00000099999950000025,0.0000547499726250137,0.0000194999902500049,0.0000804999597500201,0.0000324999837500081,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.00000149999925000038,0.0000384999807500096,0.00000149999925000038,0.00016049991975004,0,0,0.00000099999950000025,0.0000164999917500041,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,0.000000499999750000125,"0"
0.000147999950666683,0.0000016666661111113,0.000000999999666666778,0.000000333333222222259,0.00000433333188888937,0.000000333333222222259,0.00000233333255555581,0.00000233333255555581,0.00000233333255555581,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,1,0.166666944444352,0.0000016666661111113,0.000000333333222222259,0.0000016666661111113,0.0000016666661111113,0.0000016666661111113,0.0000016666661111113,0.000000333333222222259,0.0000016666661111113,0.0000016666661111113,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.0000136666621111126,0.000000333333222222259,0.166666944444352,0.000000333333222222259,0.00000233333255555581,0.00000233333255555581,0.00000233333255555581,0.000000333333222222259,0.000000333333222222259,0.000000666666444444518,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.00000333333222222259,0.00000233333255555581,0.000000333333222222259,0.0000136666621111126,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000999999666666778,0.00000433333188888937,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0,0.000000666666444444518,0.00000699999766666744,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,0.000000333333222222259,"0"
0.000214838605688604,0.00000774193173652627,0.00000145161220059868,0.000000483870733532892,0.0000154838634730525,0.000000483870733532892,0.0000154838634730525,0.000000483870733532892,0.00000798386710329271,0.0000110904673189528,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,1,0.0645165816589901,0.00000774193173652627,0.000000483870733532892,0.00000774193173652627,0.00000774193173652627,0.00000774193173652627,0.00000774193173652627,0.000000483870733532892,0.00000774193173652627,0.00000774193173652627,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000967741467065784,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000031451597679638,0.000000483870733532892,0.0645165816589901,0.000000483870733532892,0.000000483870733532892,0.0000154838634730525,0.0000104838658948256,0.00000914412057717648,0.00015548379569244,0.000000483870733532892,0.000000967741467065784,0.000000483870733532892,0.000000483870733532892,0.000000967741467065784,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.0000154838634730525,0.00000798386710329271,0.000000483870733532892,0.000031451597679638,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.00000145161220059868,0.0000154838634730525,0.000000483870733532892,0.000000483870733532892,0.0315295008677368,0,0.000000483870733532892,0.0000159677342065854,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,0.000000483870733532892,"0"
0.0000406030228924979,0.000148877750605825,0.00000225572349402766,0.00000225572349402766,0.0000699274283148574,0.000128576239159577,0.0000353396680731,0.0000353396680731,0.0000353396680731,0.000000751907831342553,0.0000646640734954595,0.0000646640734954595,0.0000646640734954595,0.000000751907831342553,1,0.0152679159975699,0.0000501271887586766,0.0000817150769352958,0.000143614395786428,0.00000300763132537021,0.00000375953915671276,0.00000375953915671276,0.000000751907831342553,0.00000375953915671276,0.00000375953915671276,0.00000300763132537021,0.00000300763132537021,0.000000751907831342553,0.00000300763132537021,0.00000300763132537021,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.0000308282210850447,0.0000308282210850447,0.00763433394894108,0.00763433394894108,0.0000353396680731,0.0000646640734954595,0.0000470694302420438,0.0000168135461645644,0.000343847451272949,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.00000150381566268511,0.0000586488108447191,0.0000353396680731,0.0000646640734954595,0.0000308282210850447,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.00000225572349402766,0.0000699274283148574,0.00000225572349402766,0.000128576239159577,0,0,0.00000150381566268511,0.0000157900644581936,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,0.000000751907831342553,"0"
0.0000350999771955448,0.000102049933698158,0.00000194999873308582,0.00000194999873308582,0.0000682499556580038,0.0000890499421442526,0.0000344499776178495,0.0000344499776178495,0.0000344499776178495,0.000000649999577695274,0.0000448499708609739,0.0000448499708609739,0.0000448499708609739,0.000000649999577695274,1,0.0166673058372514,0.0000344499776178495,0.0000341675478223442,0.0000688999552356991,0.00000194999873308582,0.0000324999788847637,0.0000324999788847637,0.000000649999577695274,0.0000324999788847637,0.0000324999788847637,0.00000194999873308582,0.00000194999873308582,0.000000649999577695274,0.00000194999873308582,0.00000194999873308582,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.0000526499657933172,0.0000526499657933172,0.00833397791841455,0.00833397791841455,0.0000344499776178495,0.0000448499708609739,0.0000386099749150993,0.00000634631047480208,0.0000505699671446923,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.00000129999915539055,0.0000480999687494503,0.0000344499776178495,0.0000448499708609739,0.0000526499657933172,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.00000194999873308582,0.0000682499556580038,0.00000194999873308582,0.0000890499421442526,0,0,0.00000129999915539055,0.0000266499826855062,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,0.000000649999577695274,"0"
0.00176794133053955,1,0.0000654793085385018,0.0000654793085385018,0.0019316396018858,0.00297930853850183,0.0019316396018858,0.0019316396018858,0.0019316396018858,0.0000327396542692509,0.00297930853850183,0.00297930853850183,0.00297930853850183,0.0000327396542692509,0.158676907936092,0.00217657976623887,1,0.0000327396542692509,1,1,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.000687532739654269,0.000687532739654269,0.00110465971025406,0.00110465971025406,0.0019316396018858,0.00297930853850183,0.00228086258086695,0.000637611596712939,0.0112078749770822,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000654793085385018,0.0034049240440021,0.0019316396018858,0.00297930853850183,0.000687532739654269,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000654793085385018,0.0019316396018858,0.0000654793085385018,0.00297930853850183,0,0,0.0000327396542692509,0.000687532739654269,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,0.0000327396542692509,"0"
0.0000852095790185164,1,0.00000173112011550033,0.000000961733397500186,0.0000669366444660129,0.000529338061984102,0.0000373152558230072,0,0.00000743740494130926,0.0000125339360170311,0.000280826152070054,0,0.00010586761239682,0.00012598910131015,0.000114691459865134,0.00000051796143160556,0.0769230769275157,0.270673044113172,0.977714906059805,0.000000769386718000149,1,0.125,0.344568260374314,0.977714906059805,0.000000769386718000149,0.0193645019586662,0.00484112548966656,0.00682186200818397,0.0145504492641393,0.000000769386718000149,0,0,0,0,0.0000384693359000074,0.0000215428281040042,0.000000332975206128319,0.000000184986225669588,0,0.000280826152070054,0.0000397516471030859,0.0000834884512937815,0.0362383250758904,0,0,0,0.000000192346679500037,0,0,0,0,0,0.0000425910504552269,0.00000743740494130926,0.00010586761239682,0.0000384693359000074,0,0,0,0,0,0,0.00000173112011550033,0.0000669366444660129,0.000000961733397500186,0.000529338061984102,0.00561652304140108,0.00000577040038500111,0.0000015387734360003,0.00000384693359000074,0.0222820163933228,0,0.0222820163933228,0.0222820163933228,0.977714906059805,0,0.977714906059805,0.977714906059805,"0"
